RowNumber,Loan_ID,CustomerId,Surname,Designation,Education,Self_Employed,CreditScore,Credit_History,Geography,Property_Area,Married,Gender,Age,Tenure,Balance,HasCar,NumOfProducts,HasCrCard,IsActiveMember,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,EstimatedSalary,Exited,Loan_Status,No Customer,LoanAmount
305,LP001978,15812191,Brennan,Executive,Graduate,No,553,1,France,Rural,No,Male,33,4,118082.89,No,Yes,No,No,0,4000,2500,140,94440.45,0,Y,1,638
306,LP001990,15636673,Onwuatuegwu,Executive,Not Graduate,No,667,1,France,Urban,No,Male,31,1,119266.69,Yes,Yes,Yes,Yes,0,2000,0,,28257.63,0,N,1,809
307,LP001993,15594898,Hewitt,Manager,Graduate,No,731,1,France,Rural,No,Male,43,2,0,Yes,Yes,Yes,Yes,0,3762,1666,135,170034.95,1,Y,1,216
308,LP001994,15660211,Shih,Manager,Graduate,No,629,0,Germany,Urban,No,Male,35,7,156847.29,Yes,2,Yes,No,0,2400,1863,104,31824.29,0,N,1,584
309,LP001996,15773972,Balashov,VP,Graduate,No,614,1,France,Rural,No,Male,50,4,137104.47,Yes,Yes,Yes,No,0,20233,0,480,127166.49,1,N,1,671
310,LP001998,15746726,Doyle,Executive,Not Graduate,No,438,1,Germany,Rural,Divorced,Male,31,8,78398.69,Yes,Yes,Yes,No,2,7667,0,185,44937.01,0,Y,1,545
311,LP002002,15712287,Pokrovskii,VP,Graduate,No,652,1,France,Semiurban,No,Female,80,4,0,Yes,2,Yes,Yes,0,2917,0,84,188603.07,0,Y,1,463
312,LP002004,15702919,Collins,Manager,Not Graduate,No,729,1,Germany,Semiurban,No,Male,30,6,63669.42,Yes,Yes,Yes,No,0,2927,2405,111,145111.37,0,Y,1,123
313,LP002006,15674398,Russo,Executive,Graduate,No,642,1,France,Rural,No,Male,38,3,0,No,2,No,No,0,2507,0,56,171463.83,0,Y,1,704
314,LP002008,15797960,Skinner,Manager,Graduate,Yes,806,1,Germany,Rural,Divorced,Female,59,0,135296.33,Yes,Yes,Yes,No,2,5746,0,144,182822.5,0,Y,1,375
315,LP002024,15631868,Robertson,Executive,Graduate,No,744,1,Spain,Rural,Married,Male,36,2,153804.44,Yes,Yes,Yes,Yes,0,2473,1843,159,87213.33,0,N,1,306
316,LP002031,15581539,Atkinson,VP,Not Graduate,No,474,1,Spain,Urban,Divorced,Male,37,3,0,No,2,No,No,1,3399,1640,111,57175.32,0,Y,1,419
317,LP002035,15662736,Doyle,Executive,Graduate,No,559,1,France,Semiurban,Divorced,Male,49,2,147069.78,Yes,Yes,Yes,No,2,3717,0,120,120540.83,1,Y,1,520
318,LP002036,15666252,Ritchie,Executive,Graduate,No,706,1,Spain,Urban,Married,Male,42,9,0,Yes,2,Yes,Yes,0,2058,2134,88,28714.34,0,Y,1,394
319,LP002043,15677512,McEncroe,Executive,Graduate,No,628,1,Spain,Semiurban,No,Female,22,3,0,Yes,Yes,Yes,No,1,3541,0,112,85426.28,0,Y,1,148
320,LP002050,15626114,Pearson,Manager,Graduate,Yes,429,1,France,Rural,Married,Male,24,4,95741.75,Yes,Yes,Yes,No,1,10000,0,155,46170.75,0,N,1,964
321,LP002051,15810834,Gordon,Executive,Graduate,No,525,1,Spain,Semiurban,Divorced,Female,57,2,145965.33,Yes,Yes,Yes,Yes,0,2400,2167,115,64448.36,0,Y,1,227
322,LP002053,15678910,Ts'ai,Executive,Graduate,No,680,1,France,Semiurban,Divorced,Female,30,8,141441.75,Yes,Yes,Yes,Yes,3+,4342,189,124,16278.97,0,Y,1,689
323,LP002054,15694408,Lung,Sr Manager,Not Graduate,No,749,1,France,Rural,Divorced,Male,40,1,139290.41,Yes,Yes,Yes,No,2,3601,1590,,182855.42,1,Y,1,605
324,LP002055,15585215,Yuan,Sr Manager,Graduate,No,763,1,France,Rural,No,Female,31,4,0,No,2,No,No,0,3166,2985,132,50404.72,0,Y,1,293
325,LP002065,15682757,Pardey,AVP,Graduate,No,734,1,France,Rural,Divorced,Male,30,3,0,Yes,2,Yes,No,3+,15000,0,300,107640.25,0,Y,1,735
326,LP002067,15736601,Tai,Manager,Graduate,Yes,716,0,France,Rural,Married,Male,35,4,144428.87,Yes,Yes,Yes,No,1,8666,4983,376,134132.65,0,N,1,194
327,LP002068,15601848,Scott,Manager,Graduate,No,594,0,France,Rural,No,Male,35,2,0,Yes,2,Yes,No,0,4917,0,130,103480.69,0,Y,1,419
328,LP002082,15736008,Hunter,Manager,Graduate,Yes,644,1,France,Semiurban,Divorced,Female,46,9,95441.27,Yes,Yes,Yes,No,0,5818,2160,184,108761.05,1,Y,1,868
329,LP002086,15669064,Mazzanti,Sr Manager,Graduate,No,671,1,Germany,Urban,Divorced,Male,35,1,144848.74,Yes,Yes,Yes,Yes,0,4333,2451,110,179012.3,0,N,1,182
330,LP002087,15624528,L?,AVP,Graduate,No,664,1,Germany,Urban,No,Male,26,7,116244.14,Yes,2,Yes,Yes,0,2500,0,67,95145.14,0,Y,1,695
331,LP002097,15598493,Beach,Executive,Graduate,No,656,1,France,Urban,No,Male,50,7,0,No,2,No,Yes,1,4384,1793,117,72143.44,0,Y,1,307
332,LP002098,15601274,Hsieh,Manager,Graduate,No,667,1,Spain,Semiurban,No,Female,40,1,146502.07,Yes,Yes,Yes,No,0,2935,0,98,19162.89,0,Y,1,556
333,LP002100,15702669,Faulkner,Sr Manager,Graduate,No,663,1,Germany,Urban,No,Male,44,2,117028.6,No,2,No,Yes,0,2833,0,71,144680.18,0,Y,1,333
334,LP002101,15728669,Knowles,Manager,Graduate,No,584,1,Germany,Urban,Divorced,Female,30,8,112013.81,Yes,Yes,Yes,No,0,63337,0,490,177772.03,1,Y,1,402
335,LP002103,15742668,Day,Manager,Graduate,Yes,626,1,Spain,Urban,Divorced,Female,37,6,108269.37,Yes,Yes,Yes,No,1,9833,1833,182,5597.94,0,Y,1,216
336,LP002106,15697441,Hsueh,Manager,Graduate,Yes,485,1,France,Semiurban,Divorced,Male,29,7,182123.79,Yes,Yes,Yes,No,0,5503,4490,70,116828.51,1,Y,1,827
337,LP002110,15740476,Tsao,Manager,Graduate,Yes,659,1,Germany,Rural,Divorced,Female,32,3,150923.74,No,2,No,Yes,1,5250,688,160,174652.51,0,Y,1,696
338,LP002112,15648064,Kennedy,Manager,Graduate,Yes,649,1,France,Rural,Married,Male,33,2,0,Yes,2,Yes,No,2,2500,4600,176,2010.98,0,Y,1,996
339,LP002113,15636624,Nwabugwu,Sr Manager,Not Graduate,No,805,0,Spain,Urban,No,Female,39,5,165272.13,Yes,Yes,Yes,No,3+,1830,0,,14109.85,1,N,1,313
340,LP002114,15807923,Young,Sr Manager,Graduate,No,716,1,Germany,Semiurban,No,Female,39,10,115301.31,Yes,Yes,Yes,No,0,4160,0,71,43527.4,1,Y,1,937
341,LP002115,15745844,Kerr,Sr Manager,Not Graduate,No,642,1,Germany,Rural,Divorced,Female,40,6,129502.49,No,2,No,Yes,3+,2647,1587,173,86099.23,1,N,1,256
342,LP002116,15786170,Tien,Executive,Graduate,No,659,1,France,Rural,No,Male,31,4,118342.26,No,Yes,No,No,0,2378,0,46,161574.19,0,N,1,764
343,LP002119,15681081,Marrero,Sr Manager,Not Graduate,No,545,1,Spain,Urban,Divorced,Female,47,5,0,Yes,2,Yes,Yes,1,4554,1229,158,38970.14,0,Y,1,922
344,LP002126,15684484,White,Sr Manager,Not Graduate,No,543,1,France,Semiurban,Divorced,Male,22,8,0,No,2,No,No,3+,3173,0,74,127587.22,0,Y,1,940
345,LP002128,15785869,Pisano,Executive,Graduate,No,718,1,France,Rural,Divorced,Female,25,7,0,Yes,2,Yes,No,2,2583,2330,125,30380.12,0,Y,1,113
346,LP002129,15763859,Brown,Executive,Graduate,No,840,1,France,Semiurban,Divorced,Female,43,7,0,Yes,2,Yes,No,0,2499,2458,160,90908.95,0,Y,1,955
347,LP002130,15658935,Freeman,Sr Manager,Not Graduate,No,630,0,Germany,Rural,Married,Female,34,9,106937.05,Yes,2,Yes,No,0,3523,3230,152,138275.01,0,N,1,138
348,LP002131,15747358,Russell,Sr Manager,Not Graduate,No,643,1,Germany,Urban,Divorced,Male,59,3,170331.37,Yes,Yes,Yes,Yes,2,3083,2168,126,32171.79,0,Y,1,927
349,LP002137,15735203,Seleznyov,Sr Manager,Graduate,No,654,1,Germany,Semiurban,Married,Female,32,1,114510.85,Yes,Yes,Yes,Yes,0,6333,4583,259,126143.23,0,Y,1,684
350,LP002138,15576256,Yusupova,Executive,Graduate,No,582,1,France,Rural,Married,Male,39,5,0,Yes,2,Yes,Yes,0,2625,6250,187,129892.93,0,Y,1,830
351,LP002139,15659420,Foley,Sr Manager,Graduate,No,659,1,Spain,Semiurban,Married,Male,32,3,107594.11,Yes,2,Yes,Yes,0,9083,0,228,102416.84,0,Y,1,739
352,LP002140,15593365,Shih,AVP,Graduate,No,762,1,Spain,Rural,No,Male,39,2,81273.13,Yes,Yes,Yes,Yes,0,8750,4167,308,18719.67,0,N,1,403
353,LP002141,15777352,Ikedinachukwu,Executive,Graduate,No,568,1,Spain,Rural,Married,Female,32,7,169399.6,Yes,Yes,Yes,No,3+,2666,2083,95,61936.22,0,Y,1,483
354,LP002142,15812007,Power,Manager,Graduate,Yes,670,0,Spain,Rural,Divorced,Male,25,6,0,Yes,2,Yes,Yes,0,5500,0,105,78358.94,0,N,1,434
355,LP002143,15625461,Amos,AVP,Graduate,No,613,1,France,Semiurban,Married,Female,45,1,187841.99,Yes,2,Yes,Yes,0,2423,505,130,147224.27,0,Y,1,503
356,LP002144,15739438,Reed,Executive,Graduate,No,539,1,France,Urban,No,Male,30,0,0,Yes,2,Yes,No,0,3813,0,116,160979.66,0,Y,1,406
357,LP002149,15611759,Simmons,Manager,Graduate,No,850,1,Spain,Rural,Divorced,Female,57,8,126776.3,Yes,2,Yes,Yes,2,8333,3167,165,132298.49,0,Y,1,980
358,LP002151,15661629,Ricci,Manager,Graduate,No,522,1,Spain,Urban,Divorced,Male,34,9,126436.29,Yes,Yes,Yes,No,1,3875,0,67,174248.52,1,N,1,457
359,LP002158,15633950,Yen,AVP,Not Graduate,No,737,0,France,Urban,Married,Male,41,1,101960.74,Yes,Yes,Yes,Yes,0,3000,1666,100,123547.28,0,N,1,685
360,LP002160,15592386,Campbell,Executive,Graduate,No,520,1,France,Semiurban,Divorced,Male,58,3,0,No,2,No,Yes,3+,5167,3167,200,32790.02,0,Y,1,648
361,LP002161,15803716,West,Manager,Graduate,No,706,1,Spain,Semiurban,No,Male,28,3,0,No,2,No,Yes,1,4723,0,81,181543.67,0,N,1,925
362,LP002170,15696674,Robinson,Manager,Graduate,No,643,1,Germany,Semiurban,Divorced,Female,45,2,150842.93,No,Yes,No,Yes,2,5000,3667,236,2319.96,1,Y,1,480
363,LP002175,15706365,Bianchi,Sr Manager,Graduate,No,648,1,France,Urban,Divorced,Female,50,9,102535.57,Yes,Yes,Yes,Yes,0,4750,2333,130,189543.19,0,Y,1,918
364,LP002178,15745088,Chen,Manager,Graduate,No,443,1,Germany,Urban,Divorced,Female,29,9,99027.61,Yes,2,Yes,No,0,3013,3033,95,10940.4,0,Y,1,603
365,LP002180,15676715,Madukaego,Manager,Graduate,Yes,640,1,France,Rural,No,Male,68,9,0,Yes,2,Yes,Yes,0,6822,0,141,199493.38,0,Y,1,280
366,LP002181,15613085,Ibrahimova,VP,Not Graduate,No,628,1,Spain,Rural,No,Female,33,3,0,Yes,Yes,Yes,Yes,0,6216,0,133,188193.25,0,N,1,898
367,LP002187,15633537,Nolan,Manager,Graduate,No,540,1,Germany,Semiurban,No,Female,42,9,87271.41,Yes,2,Yes,No,0,2500,0,96,172572.64,0,N,1,655
368,LP002188,15594720,Scott,Executive,Graduate,No,460,0,Germany,Rural,No,Female,35,8,102742.91,Yes,2,Yes,Yes,0,5124,0,124,189339.6,0,N,1,325
369,LP002190,15684042,Blair,Executive,Graduate,No,636,1,Germany,Semiurban,Divorced,Male,34,2,40105.51,No,2,No,Yes,1,6325,0,175,53512.16,0,Y,1,952
370,LP002191,15583303,Monaldo,Manager,Graduate,No,593,1,France,Rural,Divorced,Female,29,2,152265.43,Yes,Yes,Yes,No,0,19730,5266,570,34004.44,0,N,1,543
371,LP002194,15611579,Sutherland,Manager,Graduate,Yes,801,1,Spain,Semiurban,No,Male,42,4,141947.67,Yes,Yes,Yes,Yes,0,15759,0,55,10598.29,0,Y,1,967
372,LP002197,15774696,Cole,AVP,Graduate,No,640,1,Germany,Semiurban,Divorced,Female,75,1,106307.91,No,2,No,Yes,2,5185,0,155,113428.77,0,Y,1,271
373,LP002201,15694506,Briggs,Manager,Graduate,Yes,611,1,Germany,Rural,Divorced,Male,31,0,107884.81,Yes,2,Yes,Yes,2,9323,7873,380,183487.98,0,Y,1,830
374,LP002205,15688074,Gregory,Executive,Graduate,No,802,0,Germany,Urban,No,Male,31,1,125013.72,Yes,Yes,Yes,Yes,1,3062,1987,111,187658.09,0,N,1,183
375,LP002209,15759537,Bianchi,Executive,Graduate,No,717,1,Germany,Urban,No,Male,35,7,58469.37,Yes,2,Yes,Yes,0,2764,1459,110,172459.39,0,Y,1,911
376,LP002211,15758449,Angelo,Executive,Graduate,No,769,1,France,Urban,Married,Female,39,8,0,No,Yes,No,Yes,0,4817,923,120,21016,0,Y,1,560
377,LP002219,15583456,Gardiner,Sr Manager,Graduate,No,745,1,Germany,Rural,Divorced,Male,45,10,117231.63,Yes,3,Yes,Yes,3+,8750,4996,130,122381.02,1,Y,1,431
378,LP002223,15667871,Kerr,Manager,Graduate,No,572,1,Spain,Semiurban,Divorced,Male,35,4,152390.26,Yes,Yes,Yes,No,0,4310,0,130,128123.66,0,Y,1,736
379,LP002224,15677371,Ko,Manager,Graduate,No,629,1,Spain,Urban,No,Female,30,2,34013.63,Yes,Yes,Yes,No,0,3069,0,71,19570.63,0,N,1,977
380,LP002225,15629677,Distefano,Manager,Graduate,No,687,1,Spain,Urban,Married,Female,39,2,0,No,3,No,No,2,5391,0,130,188150.6,1,Y,1,622
381,LP002226,15713578,Farrell,Manager,Graduate,No,483,1,France,Semiurban,Divorced,Female,50,9,0,Yes,2,Yes,Yes,0,3333,2500,128,111020.24,0,Y,1,466
382,LP002229,15591509,Milano,Executive,Graduate,No,690,1,France,Semiurban,No,Male,36,7,101583.11,Yes,2,Yes,No,0,5941,4232,296,123775.15,0,Y,1,867
383,LP002231,15568240,Ting,Sr Manager,Graduate,No,492,1,Germany,Urban,No,Female,30,10,77168.87,No,2,No,Yes,0,6000,0,156,146700.22,0,Y,1,807
384,LP002234,15622993,Boyd,Manager,Graduate,Yes,709,1,Germany,Urban,No,Male,28,8,124695.72,Yes,2,Yes,No,0,7167,0,128,145251.35,0,Y,1,421
385,LP002236,15689294,Onyemaechi,Manager,Graduate,No,705,1,Germany,Urban,Divorced,Male,44,3,105934.96,Yes,Yes,Yes,No,2,4566,0,100,82463.69,0,N,1,919
386,LP002237,15720910,Black,Sr Manager,Graduate,No,560,1,France,Urban,No,Female,66,9,0,Yes,Yes,Yes,Yes,1,3667,0,113,15928.49,0,Y,1,780
387,LP002239,15721181,Oliver,Executive,Not Graduate,No,611,1,Spain,Semiurban,No,Male,46,6,0,Yes,2,Yes,No,0,2346,1600,132,45886.33,0,Y,1,727
388,LP002243,15776433,Greco,Executive,Not Graduate,No,730,0,Spain,Urban,Divorced,Male,62,2,0,Yes,2,Yes,Yes,0,3010,3136,,186489.95,0,N,1,638
389,LP002244,15748936,Whitehead,Sr Manager,Graduate,No,709,1,Spain,Urban,Married,Female,45,2,0,No,2,No,Yes,0,2333,2417,136,162922.65,0,Y,1,805
390,LP002250,15717225,Ikemefuna,Sr Manager,Graduate,No,544,1,France,Rural,Married,Female,21,10,161525.96,Yes,2,Yes,No,0,5488,0,125,9262.77,0,Y,1,638
391,LP002255,15685226,Morrison,Manager,Graduate,No,712,1,Germany,Rural,No,Female,29,7,147199.07,Yes,Yes,Yes,Yes,3+,9167,0,185,84932.4,0,Y,1,625
392,LP002262,15785611,Onyeoruru,AVP,Graduate,No,752,1,Germany,Rural,Married,Male,38,3,183102.29,Yes,Yes,Yes,Yes,3+,9504,0,275,71557.12,0,Y,1,361
393,LP002263,15573456,Cunningham,Sr Manager,Graduate,No,648,1,Spain,Urban,Married,Male,46,9,127209,Yes,2,Yes,No,0,2583,2115,120,77405.95,1,Y,1,148
394,LP002265,15684548,Demidov,Manager,Not Graduate,No,556,1,Spain,Semiurban,Divorced,Male,38,8,0,No,2,No,No,2,1993,1625,113,417.41,1,Y,1,628
395,LP002266,15620505,Celis,Manager,Graduate,No,594,1,Spain,Urban,Divorced,Female,24,0,97378.54,Yes,Yes,Yes,Yes,2,3100,1400,113,71405.17,0,Y,1,680
396,LP002272,15807432,Cheng,Executive,Graduate,No,645,1,Germany,Semiurban,Divorced,Female,37,2,136925.09,No,2,No,Yes,2,3276,484,135,153400.24,0,Y,1,970
397,LP002277,15584766,Knight,Sr Manager,Graduate,No,557,0,France,Urban,No,Male,33,3,54503.55,Yes,Yes,Yes,Yes,0,3180,0,71,371.05,0,N,1,270
398,LP002281,15612187,Morin,Manager,Graduate,No,547,1,Germany,Urban,Divorced,Male,32,8,155726.85,Yes,Yes,Yes,No,0,3033,1459,95,67789.99,0,Y,1,158
399,LP002284,15762218,Mills,Manager,Not Graduate,No,701,1,France,Rural,No,Female,39,9,0,No,2,No,Yes,0,3902,1666,109,145894.9,0,Y,1,149
400,LP002287,15646372,Outhwaite,Manager,Graduate,No,616,0,France,Semiurban,No,Female,66,1,135842.41,Yes,Yes,Yes,No,0,1500,1800,103,183840.51,1,N,1,446
401,LP002288,15690452,Tung,Manager,Not Graduate,No,605,0,France,Urban,Divorced,Male,52,1,63349.75,Yes,Yes,Yes,No,2,2889,0,45,108887.44,0,N,1,850
402,LP002296,15747795,Pai,Manager,Not Graduate,No,593,1,Germany,Rural,No,Female,38,4,129499.42,Yes,Yes,Yes,Yes,0,2755,0,65,154071.27,0,N,1,435
403,LP002297,15781589,Carpenter,Executive,Graduate,No,751,1,Spain,Semiurban,No,Male,52,8,0,No,2,No,Yes,0,2500,20000,103,179291.85,0,Y,1,819
404,LP002300,15732674,Fennell,Executive,Not Graduate,No,443,1,Spain,Semiurban,No,Male,36,6,70438.01,No,2,No,Yes,0,1963,0,53,56937.43,0,Y,1,576
405,LP002301,15642291,Fontaine,Manager,Graduate,Yes,685,1,France,Rural,No,Male,23,8,0,Yes,2,Yes,Yes,0,7441,0,194,112239.03,0,N,1,631
406,LP002305,15692761,Pratt,Executive,Graduate,No,718,1,France,Semiurban,No,Male,36,9,0,Yes,Yes,Yes,No,0,4547,0,115,45909.87,0,Y,1,521
407,LP002308,15578045,Mitchell,VP,Not Graduate,No,538,1,Spain,Urban,Married,Female,49,9,141434.04,No,Yes,No,No,0,2167,2400,115,173779.25,1,Y,1,993
408,LP002314,15745354,Franklin,Manager,Not Graduate,No,611,1,Spain,Rural,No,Female,37,4,0,Yes,2,Yes,No,0,2213,0,66,125696.26,0,Y,1,631
409,LP002315,15701376,K'ung,Executive,Graduate,No,668,0,Germany,Semiurban,Divorced,Male,37,10,152958.29,Yes,2,Yes,Yes,1,8300,0,152,159585.61,0,N,1,274
410,LP002317,15691625,Ko,Manager,Graduate,No,537,0,Germany,Rural,Divorced,Female,41,3,138306.34,Yes,Yes,Yes,No,3+,81000,0,360,106761.47,0,N,1,638
411,LP002318,15566594,McKenzie,Manager,Not Graduate,Yes,709,1,Spain,Semiurban,No,Male,23,10,0,No,2,No,No,1,3867,0,62,129590.18,0,N,1,356
412,LP002319,15760431,Pino,Executive,Graduate,Yes,850,1,France,Urban,Married,Male,38,1,0,Yes,2,Yes,Yes,0,6256,0,160,80006.65,0,Y,1,268
413,LP002328,15686302,Fisk,VP,Not Graduate,No,745,0,Spain,Rural,Divorced,Female,31,3,124328.84,Yes,Yes,Yes,Yes,0,6096,0,218,140451.52,0,N,1,171
414,LP002332,15801559,Chiang,Executive,Not Graduate,No,693,1,Germany,Rural,Divorced,Female,41,9,181461.48,Yes,3,Yes,Yes,0,2253,2033,110,187929.43,1,Y,1,176
415,LP002335,15810432,Moseley,Executive,Not Graduate,No,795,0,Spain,Semiurban,Married,Male,35,8,0,Yes,2,Yes,No,0,2149,3237,178,167155.36,0,N,1,549
416,LP002337,15809616,Hsiung,Executive,Graduate,No,626,1,Spain,Urban,No,Male,26,8,0,No,2,No,No,0,2995,0,60,191420.71,0,Y,1,658
417,LP002341,15720559,Heath,AVP,Graduate,No,487,1,Germany,Urban,No,Female,61,5,110368.03,No,Yes,No,No,1,2600,0,160,11384.45,1,N,1,512
418,LP002342,15695632,Dellucci,Manager,Graduate,Yes,556,1,France,Urban,Divorced,Female,39,9,89588.35,Yes,Yes,Yes,Yes,2,1600,20000,239,94898.1,0,N,1,427
419,LP002345,15659843,Li,Executive,Graduate,No,643,1,France,Rural,Divorced,Female,46,6,0,No,2,No,No,0,1025,2773,112,106781.59,0,Y,1,490
420,LP002347,15615624,De Salis,Manager,Graduate,No,605,1,France,Semiurban,Divorced,Female,28,6,0,No,2,No,No,0,3246,1417,138,159508.52,0,Y,1,851
421,LP002348,15810418,T'ang,Manager,Graduate,No,756,1,Germany,Rural,Divorced,Female,60,3,115924.89,Yes,Yes,Yes,No,0,5829,0,138,93524.19,1,Y,1,671
422,LP002357,15716186,Richardson,Executive,Not Graduate,No,586,0,France,Urban,No,Female,38,2,0,Yes,2,Yes,No,0,2720,0,80,87168.46,0,N,1,309
423,LP002361,15674551,Fitch,Manager,Graduate,No,535,1,Germany,Urban,Married,Male,40,7,111756.5,Yes,Yes,Yes,No,0,1820,1719,100,8128.32,1,Y,1,302
424,LP002362,15622834,Stevenson,Executive,Graduate,No,678,0,France,Urban,Divorced,Female,35,4,0,Yes,Yes,Yes,No,1,7250,1667,110,125518.32,0,N,1,551
425,LP002364,15566111,Estes,Manager,Graduate,No,596,1,France,Semiurban,Married,Male,39,9,0,Yes,Yes,Yes,No,0,14880,0,96,48963.59,0,Y,1,186
426,LP002366,15784597,Lattimore,Executive,Graduate,No,648,1,France,Rural,Divorced,Male,26,9,162923.85,Yes,Yes,Yes,No,0,2666,4300,121,98368.24,0,Y,1,615
427,LP002367,15652883,Chung,Executive,Not Graduate,No,492,1,Germany,Rural,No,Male,39,10,124576.65,Yes,2,Yes,No,1,4606,0,81,148584.61,0,N,1,247
428,LP002368,15806964,Utz,Manager,Graduate,No,702,1,France,Semiurban,Married,Male,45,0,80793.58,Yes,Yes,Yes,Yes,2,5935,0,133,27474.81,0,Y,1,945
429,LP002369,15576313,Wei,AVP,Graduate,No,486,1,Germany,Rural,Divorced,Female,40,9,71340.09,Yes,Yes,Yes,No,0,2920,16.12000084,87,76192.21,0,Y,1,366
430,LP002370,15806467,Boyle,Manager,Not Graduate,No,568,1,Germany,Urban,No,Male,40,1,99282.63,No,Yes,No,No,0,2717,0,60,134600.94,1,Y,1,123
431,LP002377,15597602,Nwachinemelu,Manager,Graduate,Yes,619,1,Germany,Semiurban,No,Male,57,3,137946.39,Yes,Yes,Yes,Yes,1,8624,0,150,72467.99,1,Y,1,958
432,LP002379,15743040,Kuznetsova,Manager,Graduate,No,724,0,Germany,Rural,No,Male,41,2,127892.57,No,2,No,Yes,0,6500,0,105,199645.45,0,N,1,782
433,LP002386,15705521,Pisani,Manager,Graduate,No,548,1,Germany,Semiurban,No,Female,33,0,101084.36,Yes,Yes,Yes,No,0,12876,0,405,42749.85,0,Y,1,259
434,LP002387,15595039,Manna,Executive,Graduate,No,545,1,Germany,Semiurban,Divorced,Female,37,8,114754.08,Yes,Yes,Yes,No,0,2425,2340,143,136050.44,1,Y,1,298
435,LP002390,15799384,Collier,Sr Manager,Graduate,No,683,1,France,Urban,No,Male,33,8,0,No,Yes,No,No,0,3750,0,100,73564.44,0,Y,1,530
436,LP002393,15581197,Ricci,Executive,Graduate,No,762,1,France,Semiurban,No,Female,51,3,99286.98,No,Yes,No,Yes,0,10047,0,,85578.63,0,Y,1,664
437,LP002398,15693737,Carr,Manager,Graduate,No,627,1,Germany,Semiurban,No,Female,30,4,79871.02,Yes,2,Yes,No,0,1926,1851,50,129826.89,0,Y,1,767
438,LP002401,15624623,Hs?,Manager,Graduate,No,516,1,France,Urban,Married,Male,35,10,104088.59,No,2,No,No,0,2213,1125,,119666,0,Y,1,324
439,LP002403,15783501,Findlay,Manager,Graduate,Yes,800,0,France,Urban,No,Female,38,2,168190.33,Yes,2,Yes,No,0,10416,0,187,68052.08,0,N,1,200
440,LP002407,15690134,Hughes,Manager,Not Graduate,Yes,464,1,Germany,Rural,Divorced,Female,42,3,85679.25,Yes,Yes,Yes,Yes,0,7142,0,138,164104.74,0,Y,1,149
441,LP002408,15782735,Chukwuemeka,Executive,Graduate,No,626,1,France,Semiurban,No,Female,35,3,0,No,Yes,No,No,0,3660,5064,187,80190.36,0,Y,1,978
442,LP002409,15611088,Genovese,Manager,Graduate,No,790,1,France,Rural,Divorced,Female,31,9,0,Yes,2,Yes,No,0,7901,1833,180,84126.75,0,Y,1,868
443,LP002418,15672145,Swift,Sr Manager,Not Graduate,No,534,1,France,Semiurban,No,Female,34,7,121551.58,Yes,2,Yes,Yes,3+,4707,1993,148,70179,0,Y,1,482
444,LP002422,15732628,Ugoji,Executive,Graduate,No,745,1,France,Semiurban,No,Male,46,2,122220.19,Yes,Yes,Yes,Yes,1,37719,0,152,118024.1,0,Y,1,754
445,LP002424,15787470,Parkinson,Executive,Graduate,No,553,1,Spain,Rural,Divorced,Male,47,3,116528.15,No,Yes,No,No,0,7333,8333,175,145704.19,1,Y,1,259
446,LP002429,15803406,Ross,Manager,Graduate,Yes,748,1,France,Rural,Divorced,Female,26,1,77780.29,No,Yes,No,Yes,1,3466,1210,130,183049.41,0,Y,1,323
447,LP002434,15730460,Oleary,Executive,Not Graduate,No,722,1,France,Rural,Married,Male,37,2,0,No,Yes,No,No,2,4652,0,110,120906.83,0,Y,1,493
448,LP002435,15644572,Turnbull,VP,Graduate,No,501,1,France,Rural,Divorced,Male,40,4,125832.2,Yes,Yes,Yes,Yes,0,3539,1376,55,100433.83,0,N,1,933
449,LP002443,15694860,Uspensky,Executive,Graduate,No,675,0,France,Rural,Divorced,Female,38,6,68065.8,No,Yes,No,No,2,3340,1710,150,138777,1,N,1,124
450,LP002444,15658169,Cook,Manager,Not Graduate,Yes,778,0,Spain,Semiurban,No,Female,47,6,127299.34,Yes,2,Yes,No,1,2769,1542,190,124694.99,0,N,1,521
451,LP002446,15794396,Newbold,Manager,Not Graduate,No,494,0,Germany,Rural,Married,Female,38,7,174937.64,Yes,Yes,Yes,No,2,2309,1255,125,40084.32,0,N,1,668
452,LP002447,15785798,Uchechukwu,Manager,Not Graduate,No,850,0,France,Urban,Divorced,Male,40,9,0,No,2,No,Yes,2,1958,1456,60,119232.33,0,Y,1,437
453,LP002448,15710825,Ch'en,Executive,Graduate,No,592,0,Spain,Rural,Married,Male,31,7,110071.1,No,Yes,No,No,0,3948,1733,149,43921.36,0,N,1,599
454,LP002449,15668444,He,Manager,Graduate,No,590,0,Spain,Rural,Divorced,Female,44,3,139432.37,Yes,Yes,Yes,No,0,2483,2466,90,62222.81,0,Y,1,521
455,LP002453,15726631,Hilton,Manager,Graduate,Yes,758,1,France,Semiurban,No,Female,39,6,127357.76,No,Yes,No,Yes,0,7085,0,84,56577,0,Y,1,764
456,LP002455,15733797,Sal,Executive,Graduate,No,506,1,France,Semiurban,Married,Male,36,5,0,Yes,2,Yes,No,2,3859,0,96,164253.35,0,Y,1,488
