RowNumber,Loan_ID,CustomerId,Surname,Designation,Education,Self_Employed,CreditScore,Credit_History,Geography,Property_Area,Married,Gender,Age,Tenure,Balance,HasCar,NumOfProducts,HasCrCard,IsActiveMember,Dependents,ApplicantIncome,CoapplicantIncome, EstimatedSalary ,Exited,No Customer,LoanAmount,Loan_Status
286,LP001924,15626144,Chu,Manager,Graduate,No,675,Yes,France,Rural,Not Married,Male,40,7,113208.86,Yes,2,Yes,No,0,3158,3053,"34,577",0,1,546,Loan Approved
287,LP001925,15573112,Kang,Manager,Graduate,Yes,602,Yes,Spain,Semiurban,Not Married,Male,29,5,103907.28,Yes,Yes,Yes,No,0,2600,1717,"1,61,230",0,1,323,Not Approved
288,LP001926,15790678,Davidson,Manager,Graduate,No,475,Yes,France,Rural,Married,Female,32,8,119023.28,Yes,Yes,Yes,No,0,3704,2000,"1,00,816",0,1,562,Loan Approved
289,LP001931,15727556,O'Donnell,Manager,Graduate,No,744,Yes,Spain,Semiurban,Not Married,Female,26,5,166297.89,Yes,Yes,Yes,Yes,0,4124,0,"1,81,694",0,1,393,Loan Approved
290,LP001935,15697307,Nnachetam,Manager,Graduate,No,588,Yes,Spain,Rural,Not Married,Male,34,10,0,Yes,2,Yes,No,0,9508,0,"79,079",0,1,337,Loan Approved
291,LP001936,15652266,Chidiebele,Sr Manager,Graduate,No,703,Yes,Germany,Rural,Married,Male,42,9,63227,No,Yes,No,Yes,0,3075,2416,"1,37,316",0,1,991,Loan Approved
292,LP001938,15607098,Ahmed,Manager,Graduate,No,747,No,Spain,Semiurban,Married,Female,41,5,94521.17,Yes,2,Yes,No,2,4400,0,"1,94,927",0,1,254,Not Approved
293,LP001940,15655774,Booth,Executive,Graduate,No,583,Yes,France,Urban,Married,Male,27,7,0,Yes,2,Yes,No,2,3153,1560,"51,285",0,1,225,Loan Approved
294,LP001945,15590241,Chuang,AVP,Graduate,No,750,No,Spain,Urban,Not Married,Female,34,9,112822.26,No,Yes,No,No,0,5417,0,"1,50,402",1,1,930,Not Approved
295,LP001947,15785819,Shao,Sr Manager,Graduate,No,681,Yes,France,Semiurban,Divorced,Male,38,3,0,Yes,2,Yes,Yes,0,2383,3334,"1,12,492",0,1,514,Loan Approved
296,LP001949,15723654,Tsao,Executive,Graduate,No,773,Yes,France,Urban,Divorced,Male,25,2,135903.33,Yes,Yes,Yes,No,3+,4416,1250,"73,656",0,1,875,Loan Approved
297,LP001953,15774510,Tien,AVP,Graduate,No,714,Yes,France,Semiurban,Divorced,Female,31,4,125169.26,Yes,Yes,Yes,Yes,1,6875,0,"1,06,637",0,1,537,Loan Approved
298,LP001954,15684173,Chang,Manager,Graduate,No,687,Yes,Spain,Urban,Divorced,Female,44,7,0,Yes,3,Yes,No,1,4666,0,"1,55,854",1,1,903,Loan Approved
299,LP001955,15650068,Johnson,Manager,Graduate,No,511,Yes,France,Rural,Not Married,Male,58,0,149117.31,Yes,Yes,Yes,Yes,0,5000,2541,"1,62,600",0,1,944,Not Approved
300,LP001963,15811490,French,Manager,Graduate,No,627,Yes,France,Urban,Married,Male,33,5,0,Yes,2,Yes,Yes,1,2014,2925,"1,03,738",0,1,209,Not Approved
301,LP001964,15803976,Efremov,VP,Not Graduate,No,694,No,France,Urban,Divorced,Female,31,10,0,Yes,2,Yes,No,0,1800,2934,"1,60,990",0,1,731,Not Approved
302,LP001972,15682541,Hartley,Manager,Not Graduate,No,616,Yes,Spain,Semiurban,Married,Female,36,6,132311.71,No,Yes,No,No,0,2875,1750,"15,463",0,1,239,Loan Approved
303,LP001974,15695699,Calabrese,Executive,Graduate,No,687,Yes,France,Rural,Not Married,Male,35,8,0,Yes,2,Yes,No,0,5000,0,"10,334",0,1,714,Loan Approved
304,LP001977,15624188,Chiu,Manager,Graduate,No,712,Yes,France,Urban,Divorced,Female,33,6,0,Yes,2,Yes,Yes,1,1625,1803,"1,90,686",0,1,421,Loan Approved
305,LP001978,15812191,Brennan,Executive,Graduate,No,553,Yes,France,Rural,Not Married,Male,33,4,118082.89,No,Yes,No,No,0,4000,2500,"94,440",0,1,638,Loan Approved
306,LP001990,15636673,Onwuatuegwu,Executive,Not Graduate,No,667,Yes,France,Urban,Not Married,Male,31,1,119266.69,Yes,Yes,Yes,Yes,0,2000,0,"28,258",0,1,809,Not Approved
307,LP001993,15594898,Hewitt,Manager,Graduate,No,731,Yes,France,Rural,Not Married,Male,43,2,0,Yes,Yes,Yes,Yes,0,3762,1666,"1,70,035",1,1,216,Loan Approved
308,LP001994,15660211,Shih,Manager,Graduate,No,629,No,Germany,Urban,Not Married,Male,35,7,156847.29,Yes,2,Yes,No,0,2400,1863,"31,824",0,1,584,Not Approved
309,LP001996,15773972,Balashov,VP,Graduate,No,614,Yes,France,Rural,Not Married,Male,50,4,137104.47,Yes,Yes,Yes,No,0,20233,0,"1,27,166",1,1,671,Not Approved
310,LP001998,15746726,Doyle,Executive,Not Graduate,No,438,Yes,Germany,Rural,Divorced,Male,31,8,78398.69,Yes,Yes,Yes,No,2,7667,0,"44,937",0,1,545,Loan Approved
311,LP002002,15712287,Pokrovskii,VP,Graduate,No,652,Yes,France,Semiurban,Not Married,Female,80,4,0,Yes,2,Yes,Yes,0,2917,0,"1,88,603",0,1,463,Loan Approved
312,LP002004,15702919,Collins,Manager,Not Graduate,No,729,Yes,Germany,Semiurban,Not Married,Male,30,6,63669.42,Yes,Yes,Yes,No,0,2927,2405,"1,45,111",0,1,123,Loan Approved
313,LP002006,15674398,Russo,Executive,Graduate,No,642,Yes,France,Rural,Not Married,Male,38,3,0,No,2,No,No,0,2507,0,"1,71,464",0,1,704,Loan Approved
314,LP002008,15797960,Skinner,Manager,Graduate,Yes,806,Yes,Germany,Rural,Divorced,Female,59,0,135296.33,Yes,Yes,Yes,No,2,5746,0,"1,82,823",0,1,375,Loan Approved
315,LP002024,15631868,Robertson,Executive,Graduate,No,744,Yes,Spain,Rural,Married,Male,36,2,153804.44,Yes,Yes,Yes,Yes,0,2473,1843,"87,213",0,1,306,Not Approved
316,LP002031,15581539,Atkinson,VP,Not Graduate,No,474,Yes,Spain,Urban,Divorced,Male,37,3,0,No,2,No,No,1,3399,1640,"57,175",0,1,419,Loan Approved
317,LP002035,15662736,Doyle,Executive,Graduate,No,559,Yes,France,Semiurban,Divorced,Male,49,2,147069.78,Yes,Yes,Yes,No,2,3717,0,"1,20,541",1,1,520,Loan Approved
318,LP002036,15666252,Ritchie,Executive,Graduate,No,706,Yes,Spain,Urban,Married,Male,42,9,0,Yes,2,Yes,Yes,0,2058,2134,"28,714",0,1,394,Loan Approved
319,LP002043,15677512,McEncroe,Executive,Graduate,No,628,Yes,Spain,Semiurban,Not Married,Female,22,3,0,Yes,Yes,Yes,No,1,3541,0,"85,426",0,1,148,Loan Approved
320,LP002050,15626114,Pearson,Manager,Graduate,Yes,429,Yes,France,Rural,Married,Male,24,4,95741.75,Yes,Yes,Yes,No,1,10000,0,"46,171",0,1,964,Not Approved
321,LP002051,15810834,Gordon,Executive,Graduate,No,525,Yes,Spain,Semiurban,Divorced,Female,57,2,145965.33,Yes,Yes,Yes,Yes,0,2400,2167,"64,448",0,1,227,Loan Approved
322,LP002053,15678910,Ts'ai,Executive,Graduate,No,680,Yes,France,Semiurban,Divorced,Female,30,8,141441.75,Yes,Yes,Yes,Yes,3+,4342,189,"16,279",0,1,689,Loan Approved
323,LP002054,15694408,Lung,Sr Manager,Not Graduate,No,749,Yes,France,Rural,Divorced,Male,40,1,139290.41,Yes,Yes,Yes,No,2,3601,1590,"1,82,855",1,1,605,Loan Approved
324,LP002055,15585215,Yuan,Sr Manager,Graduate,No,763,Yes,France,Rural,Not Married,Female,31,4,0,No,2,No,No,0,3166,2985,"50,405",0,1,293,Loan Approved
325,LP002065,15682757,Pardey,AVP,Graduate,No,734,Yes,France,Rural,Divorced,Male,30,3,0,Yes,2,Yes,No,3+,15000,0,"1,07,640",0,1,735,Loan Approved
326,LP002067,15736601,Tai,Manager,Graduate,Yes,716,No,France,Rural,Married,Male,35,4,144428.87,Yes,Yes,Yes,No,1,8666,4983,"1,34,133",0,1,194,Not Approved
327,LP002068,15601848,Scott,Manager,Graduate,No,594,No,France,Rural,Not Married,Male,35,2,0,Yes,2,Yes,No,0,4917,0,"1,03,481",0,1,419,Loan Approved
328,LP002082,15736008,Hunter,Manager,Graduate,Yes,644,Yes,France,Semiurban,Divorced,Female,46,9,95441.27,Yes,Yes,Yes,No,0,5818,2160,"1,08,761",1,1,868,Loan Approved
329,LP002086,15669064,Mazzanti,Sr Manager,Graduate,No,671,Yes,Germany,Urban,Divorced,Male,35,1,144848.74,Yes,Yes,Yes,Yes,0,4333,2451,"1,79,012",0,1,182,Not Approved
330,LP002087,15624528,L?,AVP,Graduate,No,664,Yes,Germany,Urban,Not Married,Male,26,7,116244.14,Yes,2,Yes,Yes,0,2500,0,"95,145",0,1,695,Loan Approved
331,LP002097,15598493,Beach,Executive,Graduate,No,656,Yes,France,Urban,Not Married,Male,50,7,0,No,2,No,Yes,1,4384,1793,"72,143",0,1,307,Loan Approved
332,LP002098,15601274,Hsieh,Manager,Graduate,No,667,Yes,Spain,Semiurban,Not Married,Female,40,1,146502.07,Yes,Yes,Yes,No,0,2935,0,"19,163",0,1,556,Loan Approved
333,LP002100,15702669,Faulkner,Sr Manager,Graduate,No,663,Yes,Germany,Urban,Not Married,Male,44,2,117028.6,No,2,No,Yes,0,2833,0,"1,44,680",0,1,333,Loan Approved
334,LP002101,15728669,Knowles,Manager,Graduate,No,584,Yes,Germany,Urban,Divorced,Female,30,8,112013.81,Yes,Yes,Yes,No,0,63337,0,"1,77,772",1,1,402,Loan Approved
335,LP002103,15742668,Day,Manager,Graduate,Yes,626,Yes,Spain,Urban,Divorced,Female,37,6,108269.37,Yes,Yes,Yes,No,1,9833,1833,"5,598",0,1,216,Loan Approved
336,LP002106,15697441,Hsueh,Manager,Graduate,Yes,485,Yes,France,Semiurban,Divorced,Male,29,7,182123.79,Yes,Yes,Yes,No,0,5503,4490,"1,16,829",1,1,827,Loan Approved
337,LP002110,15740476,Tsao,Manager,Graduate,Yes,659,Yes,Germany,Rural,Divorced,Female,32,3,150923.74,No,2,No,Yes,1,5250,688,"1,74,653",0,1,696,Loan Approved
338,LP002112,15648064,Kennedy,Manager,Graduate,Yes,649,Yes,France,Rural,Married,Male,33,2,0,Yes,2,Yes,No,2,2500,4600,"2,011",0,1,996,Loan Approved
339,LP002113,15636624,Nwabugwu,Sr Manager,Not Graduate,No,805,No,Spain,Urban,Not Married,Female,39,5,165272.13,Yes,Yes,Yes,No,3+,1830,0,"14,110",1,1,313,Not Approved
340,LP002114,15807923,Young,Sr Manager,Graduate,No,716,Yes,Germany,Semiurban,Not Married,Female,39,10,115301.31,Yes,Yes,Yes,No,0,4160,0,"43,527",1,1,937,Loan Approved
341,LP002115,15745844,Kerr,Sr Manager,Not Graduate,No,642,Yes,Germany,Rural,Divorced,Female,40,6,129502.49,No,2,No,Yes,3+,2647,1587,"86,099",1,1,256,Not Approved
342,LP002116,15786170,Tien,Executive,Graduate,No,659,Yes,France,Rural,Not Married,Male,31,4,118342.26,No,Yes,No,No,0,2378,0,"1,61,574",0,1,764,Not Approved
343,LP002119,15681081,Marrero,Sr Manager,Not Graduate,No,545,Yes,Spain,Urban,Divorced,Female,47,5,0,Yes,2,Yes,Yes,1,4554,1229,"38,970",0,1,922,Loan Approved
344,LP002126,15684484,White,Sr Manager,Not Graduate,No,543,Yes,France,Semiurban,Divorced,Male,22,8,0,No,2,No,No,3+,3173,0,"1,27,587",0,1,940,Loan Approved
345,LP002128,15785869,Pisano,Executive,Graduate,No,718,Yes,France,Rural,Divorced,Female,25,7,0,Yes,2,Yes,No,2,2583,2330,"30,380",0,1,113,Loan Approved
346,LP002129,15763859,Brown,Executive,Graduate,No,840,Yes,France,Semiurban,Divorced,Female,43,7,0,Yes,2,Yes,No,0,2499,2458,"90,909",0,1,955,Loan Approved
347,LP002130,15658935,Freeman,Sr Manager,Not Graduate,No,630,No,Germany,Rural,Married,Female,34,9,106937.05,Yes,2,Yes,No,0,3523,3230,"1,38,275",0,1,138,Not Approved
348,LP002131,15747358,Russell,Sr Manager,Not Graduate,No,643,Yes,Germany,Urban,Divorced,Male,59,3,170331.37,Yes,Yes,Yes,Yes,2,3083,2168,"32,172",0,1,927,Loan Approved
349,LP002137,15735203,Seleznyov,Sr Manager,Graduate,No,654,Yes,Germany,Semiurban,Married,Female,32,1,114510.85,Yes,Yes,Yes,Yes,0,6333,4583,"1,26,143",0,1,684,Loan Approved
350,LP002138,15576256,Yusupova,Executive,Graduate,No,582,Yes,France,Rural,Married,Male,39,5,0,Yes,2,Yes,Yes,0,2625,6250,"1,29,893",0,1,830,Loan Approved
351,LP002139,15659420,Foley,Sr Manager,Graduate,No,659,Yes,Spain,Semiurban,Married,Male,32,3,107594.11,Yes,2,Yes,Yes,0,9083,0,"1,02,417",0,1,739,Loan Approved
352,LP002140,15593365,Shih,AVP,Graduate,No,762,Yes,Spain,Rural,Not Married,Male,39,2,81273.13,Yes,Yes,Yes,Yes,0,8750,4167,"18,720",0,1,403,Not Approved
353,LP002141,15777352,Ikedinachukwu,Executive,Graduate,No,568,Yes,Spain,Rural,Married,Female,32,7,169399.6,Yes,Yes,Yes,No,3+,2666,2083,"61,936",0,1,483,Loan Approved
354,LP002142,15812007,Power,Manager,Graduate,Yes,670,No,Spain,Rural,Divorced,Male,25,6,0,Yes,2,Yes,Yes,0,5500,0,"78,359",0,1,434,Not Approved
355,LP002143,15625461,Amos,AVP,Graduate,No,613,Yes,France,Semiurban,Married,Female,45,1,187841.99,Yes,2,Yes,Yes,0,2423,505,"1,47,224",0,1,503,Loan Approved
356,LP002144,15739438,Reed,Executive,Graduate,No,539,Yes,France,Urban,Not Married,Male,30,0,0,Yes,2,Yes,No,0,3813,0,"1,60,980",0,1,406,Loan Approved
357,LP002149,15611759,Simmons,Manager,Graduate,No,850,Yes,Spain,Rural,Divorced,Female,57,8,126776.3,Yes,2,Yes,Yes,2,8333,3167,"1,32,298",0,1,980,Loan Approved
358,LP002151,15661629,Ricci,Manager,Graduate,No,522,Yes,Spain,Urban,Divorced,Male,34,9,126436.29,Yes,Yes,Yes,No,1,3875,0,"1,74,249",1,1,457,Not Approved
359,LP002158,15633950,Yen,AVP,Not Graduate,No,737,No,France,Urban,Married,Male,41,1,101960.74,Yes,Yes,Yes,Yes,0,3000,1666,"1,23,547",0,1,685,Not Approved
360,LP002160,15592386,Campbell,Executive,Graduate,No,520,Yes,France,Semiurban,Divorced,Male,58,3,0,No,2,No,Yes,3+,5167,3167,"32,790",0,1,648,Loan Approved
361,LP002161,15803716,West,Manager,Graduate,No,706,Yes,Spain,Semiurban,Not Married,Male,28,3,0,No,2,No,Yes,1,4723,0,"1,81,544",0,1,925,Not Approved
362,LP002170,15696674,Robinson,Manager,Graduate,No,643,Yes,Germany,Semiurban,Divorced,Female,45,2,150842.93,No,Yes,No,Yes,2,5000,3667,"2,320",1,1,480,Loan Approved
363,LP002175,15706365,Bianchi,Sr Manager,Graduate,No,648,Yes,France,Urban,Divorced,Female,50,9,102535.57,Yes,Yes,Yes,Yes,0,4750,2333,"1,89,543",0,1,918,Loan Approved
364,LP002178,15745088,Chen,Manager,Graduate,No,443,Yes,Germany,Urban,Divorced,Female,29,9,99027.61,Yes,2,Yes,No,0,3013,3033,"10,940",0,1,603,Loan Approved
365,LP002180,15676715,Madukaego,Manager,Graduate,Yes,640,Yes,France,Rural,Not Married,Male,68,9,0,Yes,2,Yes,Yes,0,6822,0,"1,99,493",0,1,280,Loan Approved
366,LP002181,15613085,Ibrahimova,VP,Not Graduate,No,628,Yes,Spain,Rural,Not Married,Female,33,3,0,Yes,Yes,Yes,Yes,0,6216,0,"1,88,193",0,1,898,Not Approved
367,LP002187,15633537,Nolan,Manager,Graduate,No,540,Yes,Germany,Semiurban,Not Married,Female,42,9,87271.41,Yes,2,Yes,No,0,2500,0,"1,72,573",0,1,655,Not Approved
368,LP002188,15594720,Scott,Executive,Graduate,No,460,No,Germany,Rural,Not Married,Female,35,8,102742.91,Yes,2,Yes,Yes,0,5124,0,"1,89,340",0,1,325,Not Approved
369,LP002190,15684042,Blair,Executive,Graduate,No,636,Yes,Germany,Semiurban,Divorced,Male,34,2,40105.51,No,2,No,Yes,1,6325,0,"53,512",0,1,952,Loan Approved
370,LP002191,15583303,Monaldo,Manager,Graduate,No,593,Yes,France,Rural,Divorced,Female,29,2,152265.43,Yes,Yes,Yes,No,0,19730,5266,"34,004",0,1,543,Not Approved
371,LP002194,15611579,Sutherland,Manager,Graduate,Yes,801,Yes,Spain,Semiurban,Not Married,Male,42,4,141947.67,Yes,Yes,Yes,Yes,0,15759,0,"10,598",0,1,967,Loan Approved
372,LP002197,15774696,Cole,AVP,Graduate,No,640,Yes,Germany,Semiurban,Divorced,Female,75,1,106307.91,No,2,No,Yes,2,5185,0,"1,13,429",0,1,271,Loan Approved
373,LP002201,15694506,Briggs,Manager,Graduate,Yes,611,Yes,Germany,Rural,Divorced,Male,31,0,107884.81,Yes,2,Yes,Yes,2,9323,7873,"1,83,488",0,1,830,Loan Approved
374,LP002205,15688074,Gregory,Executive,Graduate,No,802,No,Germany,Urban,Not Married,Male,31,1,125013.72,Yes,Yes,Yes,Yes,1,3062,1987,"1,87,658",0,1,183,Not Approved
375,LP002209,15759537,Bianchi,Executive,Graduate,No,717,Yes,Germany,Urban,Not Married,Male,35,7,58469.37,Yes,2,Yes,Yes,0,2764,1459,"1,72,459",0,1,911,Loan Approved
376,LP002211,15758449,Angelo,Executive,Graduate,No,769,Yes,France,Urban,Married,Female,39,8,0,No,Yes,No,Yes,0,4817,923,"21,016",0,1,560,Loan Approved
377,LP002219,15583456,Gardiner,Sr Manager,Graduate,No,745,Yes,Germany,Rural,Divorced,Male,45,10,117231.63,Yes,3,Yes,Yes,3+,8750,4996,"1,22,381",1,1,431,Loan Approved
378,LP002223,15667871,Kerr,Manager,Graduate,No,572,Yes,Spain,Semiurban,Divorced,Male,35,4,152390.26,Yes,Yes,Yes,No,0,4310,0,"1,28,124",0,1,736,Loan Approved
379,LP002224,15677371,Ko,Manager,Graduate,No,629,Yes,Spain,Urban,Not Married,Female,30,2,34013.63,Yes,Yes,Yes,No,0,3069,0,"19,571",0,1,977,Not Approved
380,LP002225,15629677,Distefano,Manager,Graduate,No,687,Yes,Spain,Urban,Married,Female,39,2,0,No,3,No,No,2,5391,0,"1,88,151",1,1,622,Loan Approved
381,LP002226,15713578,Farrell,Manager,Graduate,No,483,Yes,France,Semiurban,Divorced,Female,50,9,0,Yes,2,Yes,Yes,0,3333,2500,"1,11,020",0,1,466,Loan Approved
382,LP002229,15591509,Milano,Executive,Graduate,No,690,Yes,France,Semiurban,Not Married,Male,36,7,101583.11,Yes,2,Yes,No,0,5941,4232,"1,23,775",0,1,867,Loan Approved
383,LP002231,15568240,Ting,Sr Manager,Graduate,No,492,Yes,Germany,Urban,Not Married,Female,30,10,77168.87,No,2,No,Yes,0,6000,0,"1,46,700",0,1,807,Loan Approved
384,LP002234,15622993,Boyd,Manager,Graduate,Yes,709,Yes,Germany,Urban,Not Married,Male,28,8,124695.72,Yes,2,Yes,No,0,7167,0,"1,45,251",0,1,421,Loan Approved
385,LP002236,15689294,Onyemaechi,Manager,Graduate,No,705,Yes,Germany,Urban,Divorced,Male,44,3,105934.96,Yes,Yes,Yes,No,2,4566,0,"82,464",0,1,919,Not Approved
386,LP002237,15720910,Black,Sr Manager,Graduate,No,560,Yes,France,Urban,Not Married,Female,66,9,0,Yes,Yes,Yes,Yes,1,3667,0,"15,928",0,1,780,Loan Approved
387,LP002239,15721181,Oliver,Executive,Not Graduate,No,611,Yes,Spain,Semiurban,Not Married,Male,46,6,0,Yes,2,Yes,No,0,2346,1600,"45,886",0,1,727,Loan Approved
388,LP002243,15776433,Greco,Executive,Not Graduate,No,730,No,Spain,Urban,Divorced,Male,62,2,0,Yes,2,Yes,Yes,0,3010,3136,"1,86,490",0,1,638,Not Approved
389,LP002244,15748936,Whitehead,Sr Manager,Graduate,No,709,Yes,Spain,Urban,Married,Female,45,2,0,No,2,No,Yes,0,2333,2417,"1,62,923",0,1,805,Loan Approved
390,LP002250,15717225,Ikemefuna,Sr Manager,Graduate,No,544,Yes,France,Rural,Married,Female,21,10,161525.96,Yes,2,Yes,No,0,5488,0,"9,263",0,1,638,Loan Approved
391,LP002255,15685226,Morrison,Manager,Graduate,No,712,Yes,Germany,Rural,Not Married,Female,29,7,147199.07,Yes,Yes,Yes,Yes,3+,9167,0,"84,932",0,1,625,Loan Approved
392,LP002262,15785611,Onyeoruru,AVP,Graduate,No,752,Yes,Germany,Rural,Married,Male,38,3,183102.29,Yes,Yes,Yes,Yes,3+,9504,0,"71,557",0,1,361,Loan Approved
393,LP002263,15573456,Cunningham,Sr Manager,Graduate,No,648,Yes,Spain,Urban,Married,Male,46,9,127209,Yes,2,Yes,No,0,2583,2115,"77,406",1,1,148,Loan Approved
394,LP002265,15684548,Demidov,Manager,Not Graduate,No,556,Yes,Spain,Semiurban,Divorced,Male,38,8,0,No,2,No,No,2,1993,1625,417,1,1,628,Loan Approved
395,LP002266,15620505,Celis,Manager,Graduate,No,594,Yes,Spain,Urban,Divorced,Female,24,0,97378.54,Yes,Yes,Yes,Yes,2,3100,1400,"71,405",0,1,680,Loan Approved
396,LP002272,15807432,Cheng,Executive,Graduate,No,645,Yes,Germany,Semiurban,Divorced,Female,37,2,136925.09,No,2,No,Yes,2,3276,484,"1,53,400",0,1,970,Loan Approved
397,LP002277,15584766,Knight,Sr Manager,Graduate,No,557,No,France,Urban,Not Married,Male,33,3,54503.55,Yes,Yes,Yes,Yes,0,3180,0,371,0,1,270,Not Approved
398,LP002281,15612187,Morin,Manager,Graduate,No,547,Yes,Germany,Urban,Divorced,Male,32,8,155726.85,Yes,Yes,Yes,No,0,3033,1459,"67,790",0,1,158,Loan Approved
399,LP002284,15762218,Mills,Manager,Not Graduate,No,701,Yes,France,Rural,Not Married,Female,39,9,0,No,2,No,Yes,0,3902,1666,"1,45,895",0,1,149,Loan Approved
400,LP002287,15646372,Outhwaite,Manager,Graduate,No,616,No,France,Semiurban,Not Married,Female,66,1,135842.41,Yes,Yes,Yes,No,0,1500,1800,"1,83,841",1,1,446,Not Approved
401,LP002288,15690452,Tung,Manager,Not Graduate,No,605,No,France,Urban,Divorced,Male,52,1,63349.75,Yes,Yes,Yes,No,2,2889,0,"1,08,887",0,1,850,Not Approved
402,LP002296,15747795,Pai,Manager,Not Graduate,No,593,Yes,Germany,Rural,Not Married,Female,38,4,129499.42,Yes,Yes,Yes,Yes,0,2755,0,"1,54,071",0,1,435,Not Approved
403,LP002297,15781589,Carpenter,Executive,Graduate,No,751,Yes,Spain,Semiurban,Not Married,Male,52,8,0,No,2,No,Yes,0,2500,20000,"1,79,292",0,1,819,Loan Approved
404,LP002300,15732674,Fennell,Executive,Not Graduate,No,443,Yes,Spain,Semiurban,Not Married,Male,36,6,70438.01,No,2,No,Yes,0,1963,0,"56,937",0,1,576,Loan Approved
405,LP002301,15642291,Fontaine,Manager,Graduate,Yes,685,Yes,France,Rural,Not Married,Male,23,8,0,Yes,2,Yes,Yes,0,7441,0,"1,12,239",0,1,631,Not Approved
406,LP002305,15692761,Pratt,Executive,Graduate,No,718,Yes,France,Semiurban,Not Married,Male,36,9,0,Yes,Yes,Yes,No,0,4547,0,"45,910",0,1,521,Loan Approved
407,LP002308,15578045,Mitchell,VP,Not Graduate,No,538,Yes,Spain,Urban,Married,Female,49,9,141434.04,No,Yes,No,No,0,2167,2400,"1,73,779",1,1,993,Loan Approved
408,LP002314,15745354,Franklin,Manager,Not Graduate,No,611,Yes,Spain,Rural,Not Married,Female,37,4,0,Yes,2,Yes,No,0,2213,0,"1,25,696",0,1,631,Loan Approved
409,LP002315,15701376,K'ung,Executive,Graduate,No,668,No,Germany,Semiurban,Divorced,Male,37,10,152958.29,Yes,2,Yes,Yes,1,8300,0,"1,59,586",0,1,274,Not Approved
410,LP002317,15691625,Ko,Manager,Graduate,No,537,No,Germany,Rural,Divorced,Female,41,3,138306.34,Yes,Yes,Yes,No,3+,81000,0,"1,06,761",0,1,638,Not Approved
411,LP002318,15566594,McKenzie,Manager,Not Graduate,Yes,709,Yes,Spain,Semiurban,Not Married,Male,23,10,0,No,2,No,No,1,3867,0,"1,29,590",0,1,356,Not Approved
412,LP002319,15760431,Pino,Executive,Graduate,Yes,850,Yes,France,Urban,Married,Male,38,1,0,Yes,2,Yes,Yes,0,6256,0,"80,007",0,1,268,Loan Approved
413,LP002328,15686302,Fisk,VP,Not Graduate,No,745,No,Spain,Rural,Divorced,Female,31,3,124328.84,Yes,Yes,Yes,Yes,0,6096,0,"1,40,452",0,1,171,Not Approved
414,LP002332,15801559,Chiang,Executive,Not Graduate,No,693,Yes,Germany,Rural,Divorced,Female,41,9,181461.48,Yes,3,Yes,Yes,0,2253,2033,"1,87,929",1,1,176,Loan Approved
415,LP002335,15810432,Moseley,Executive,Not Graduate,No,795,No,Spain,Semiurban,Married,Male,35,8,0,Yes,2,Yes,No,0,2149,3237,"1,67,155",0,1,549,Not Approved
416,LP002337,15809616,Hsiung,Executive,Graduate,No,626,Yes,Spain,Urban,Not Married,Male,26,8,0,No,2,No,No,0,2995,0,"1,91,421",0,1,658,Loan Approved
417,LP002341,15720559,Heath,AVP,Graduate,No,487,Yes,Germany,Urban,Not Married,Female,61,5,110368.03,No,Yes,No,No,1,2600,0,"11,384",1,1,512,Not Approved
418,LP002342,15695632,Dellucci,Manager,Graduate,Yes,556,Yes,France,Urban,Divorced,Female,39,9,89588.35,Yes,Yes,Yes,Yes,2,1600,20000,"94,898",0,1,427,Not Approved
419,LP002345,15659843,Li,Executive,Graduate,No,643,Yes,France,Rural,Divorced,Female,46,6,0,No,2,No,No,0,1025,2773,"1,06,782",0,1,490,Loan Approved
420,LP002347,15615624,De Salis,Manager,Graduate,No,605,Yes,France,Semiurban,Divorced,Female,28,6,0,No,2,No,No,0,3246,1417,"1,59,509",0,1,851,Loan Approved
421,LP002348,15810418,T'ang,Manager,Graduate,No,756,Yes,Germany,Rural,Divorced,Female,60,3,115924.89,Yes,Yes,Yes,No,0,5829,0,"93,524",1,1,671,Loan Approved
422,LP002357,15716186,Richardson,Executive,Not Graduate,No,586,No,France,Urban,Not Married,Female,38,2,0,Yes,2,Yes,No,0,2720,0,"87,168",0,1,309,Not Approved
423,LP002361,15674551,Fitch,Manager,Graduate,No,535,Yes,Germany,Urban,Married,Male,40,7,111756.5,Yes,Yes,Yes,No,0,1820,1719,"8,128",1,1,302,Loan Approved
424,LP002362,15622834,Stevenson,Executive,Graduate,No,678,No,France,Urban,Divorced,Female,35,4,0,Yes,Yes,Yes,No,1,7250,1667,"1,25,518",0,1,551,Not Approved
425,LP002364,15566111,Estes,Manager,Graduate,No,596,Yes,France,Semiurban,Married,Male,39,9,0,Yes,Yes,Yes,No,0,14880,0,"48,964",0,1,186,Loan Approved
426,LP002366,15784597,Lattimore,Executive,Graduate,No,648,Yes,France,Rural,Divorced,Male,26,9,162923.85,Yes,Yes,Yes,No,0,2666,4300,"98,368",0,1,615,Loan Approved
427,LP002367,15652883,Chung,Executive,Not Graduate,No,492,Yes,Germany,Rural,Not Married,Male,39,10,124576.65,Yes,2,Yes,No,1,4606,0,"1,48,585",0,1,247,Not Approved
428,LP002368,15806964,Utz,Manager,Graduate,No,702,Yes,France,Semiurban,Married,Male,45,0,80793.58,Yes,Yes,Yes,Yes,2,5935,0,"27,475",0,1,945,Loan Approved
